prompt,response,originality,elaboration
paperclip,rapping rope,3,
paperclip,separator washing delicates,3,
paperclip,chip bag sealer,2,
paperclip,decorate,2,
paperclip,insert telephone pin sim card,3,
paperclip,removing trapped objects,2,
paperclip,hide s shoe,3,
paperclip,pen holder,2,
paperclip,bookbinding,2,
paperclip,paper clip mark pages open book test,2,
paperclip,marks progress bullet journal,2,
paperclip,filigree design element,3,
paperclip,making chain paper clips,1,
paperclip,paper doll clothes fastener,3,
paperclip,unlock locked doors,2,
paperclip,sewing guide,2.5,
paperclip,clothes hangers,2,
paperclip,keyboard cleaner,2.5,
paperclip,loosen back photo frame,2.5,
paperclip,unique form,2,
paperclip,hairpinning,2,
paperclip,hide and find competition,3,
paperclip,unbuckling seat belts,2.5,
paperclip,folding fishhook  idea s possible,3,
paperclip,page holder,1,
paperclip,reigen,2,
paperclip,snowman nose,3.3,
paperclip,hook hang,2,
paperclip,clotheslinecreating,2,
paperclip,guitar string muting,3,
paperclip,key ring charm,2,
paperclip,telephone headset,3,
paperclip,loosen remove subcutaneous,3,
paperclip,decorative object,2,
paperclip,pencil decoration,2,
paperclip,organizing cords,2,
paperclip,loosen,2,
paperclip,drawing sand,3,
paperclip,patent,2.5,
paperclip,carve,2.5,
paperclip,necklace link,2,
paperclip,guitar fret leveler,3.3,
paperclip,bending wire string together,2,
paperclip,stress,2.5,
paperclip,hanging function cards  decorations  etc ,1,
paperclip,holding cords place,1,
paperclip,attach pendant key,2,
paperclip,picture,1,
paperclip,paint sealer,3,
paperclip,paint masking,2.5,
paperclip,chain lock jewelry,2,
paperclip,keep fabric clothing place,2,
paperclip,ear piercing,2.5,
paperclip,zipperopener,2.5,
paperclip,attach dolls cake,3.3,
paperclip,crafting paper sculptures,2.5,
paperclip,hanging ornaments,2,
paperclip,emergency cufflink,2.5,
paperclip,remove hair hairbrush,2.5,
paperclip,end scratch open lottery tickets,2.5,
paperclip,toy train track,3,
paperclip,door lock manipulator,2.5,
paperclip,mini sculpture wire,2.5,
paperclip,ice cube tray,3,
paperclip,secure  example surprise,2,
paperclip,freckles,3.3,
paperclip,paperjamfixer,2,
paperclip,headphone wrap,3,
paperclip,mark page,1,
paperclip,lock pick,2.5,
paperclip,hide,2,
paperclip,stick paper together,1,
paperclip,temporary fix,1,
paperclip,poking holes paper,1,
paperclip,scraping tool,2.5,
paperclip,work art,2,
paperclip,holding cords organized,1,
paperclip,cleaning ears,2.5,
paperclip,bra strap,3,
paperclip,replacing lost safety pin,2,
paperclip,glasses cleaning tool,2.5,
paperclip,eyeliner pen,3,
paperclip,pick lock ,2,
paperclip,small screwdriver,2.5,
paperclip,wire sculpture material,2.5,
paperclip,hold small items place,1,
paperclip,paper sculpture wire,2.5,
paperclip,clip hair,2,
paperclip,chicken wire repair,3,
paperclip,attach zipper pants,2,
paperclip,fishook,2.5,
paperclip,currency,2,
paperclip,chain link,1,
paperclip,attach bags togetehr,1,
paperclip,game,2,
paperclip,dart flight,3,
paperclip,phone support table,3,
paperclip,needle small holes,2,
paperclip,earring fixer,2.5,
paperclip,3d bending objects eiffel tower,3,
paperclip,make beautiful figures,2,
paperclip,make bracelet several paper clips,2,
paperclip,magnetic properties,2,
paperclip,sculpt art,2.5,
paperclip,scratch tool,2,
paperclip,unscrew stuck screws,2.5,
paperclip,attaching together,1,
paperclip,bundling cables,2,
paperclip,paper clips basis festive garland,3,
paperclip,poke small gaps,2,
paperclip,chip clip,2,
paperclip,get slot,2,
paperclip,iron twist,2,
paperclip,fasten baby diaper,2.5,
paperclip,swiping note door,2.5,
paperclip,toys,2,
paperclip,christmas decorations,2.5,
paperclip,transform pendant,2.5,
paperclip,instrument remove dirt nails,2.5,
paperclip,zip tie,2.5,
paperclip,holding grocery items,2,
paperclip,fridge magnet,2.5,
paperclip,write,1,
paperclip,hold together,1,
paperclip,cocktail skewer,3,
paperclip,unclog ears,3,
paperclip,repair bra hooks,2.5,
paperclip,wire brush,3,
paperclip,tab opener,2.5,
paperclip,keep papers together,1,
paperclip,mobile art,3,
paperclip,holding battery tabs,2.5,
paperclip,button presser,2.5,
paperclip,hole maker,2,
paperclip,hair barrette,2.5,
paperclip,pet collar,3,
paperclip,write in cardboard,2,
paperclip,hang bird food,3,
paperclip,blow microwave,3.3,
paperclip,trying unlock door without key,2,
paperclip,embossing tool,3,
paperclip,keep pieces paper together,1,
paperclip,lucky charm,2.5,
paperclip,mystery,2,
paperclip,hookreplacement,2,
paperclip,remove wires one,2,
paperclip,christmas tree ornament hook,3,
paperclip,jewelry clasp,2,
paperclip,paper roll guide,2.5,
paperclip,make ring niece nephew,2,
paperclip,take bath thousands,3.3,
paperclip,fish line,2.5,
paperclip,paper connector,1,
paperclip,edgy earrings ,2,
paperclip,closing envelopes,1,
paperclip,bundling keeping cables apart,2,
paperclip,close lid,2,
paperclip,keeping paper together,1,
paperclip,make temporary artist tools,3,
paperclip,part power circuit,3,
paperclip,dip in ink and draw,3,
paperclip,appliance leveler,3,
paperclip,scratches object,2,
paperclip,overline drawing circle,2,
paperclip,mini plant marker,3,
paperclip,marking glasses,2.5,
paperclip,sim ejector,2.5,
paperclip,holding notes together,1,
paperclip,poke holes open package,2,
paperclip,stabbing selfdefense,2,
paperclip,destroy,2,
paperclip,close zip,2,
paperclip,little statues,3,
paperclip,clothes pin,2,
paperclip,pull cuticles back,2.5,
paperclip,scratch lottery ticket,2,
paperclip,lego toy,3,
paperclip,clothes line,2,
paperclip,chain balloon,3,
paperclip,eyeglass cleaner,2.5,
paperclip,decorative gift wrap accessory,2.5,
paperclip,hanging pictures thread,2,
paperclip,make holes in clothes,2,
paperclip,pin holder,2,
paperclip,weapon,2,
paperclip,exchange game,2.5,
paperclip,attach garbage bags,2,
paperclip,keep a4 sheets together,1,
paperclip,paper clip sculpture,2.5,
paperclip,weeding,2.5,
paperclip,unscrewing stubborn screws,2.5,
paperclip,open packages,2,
paperclip,measuring instrument,3,
paperclip,hanging,1,
paperclip,curve paper clip scrape small particles,2,
paperclip,stripping leaves,3,
paperclip,getting last bit lipstick package,3,
paperclip,button replacement,2,
paperclip,circuit board connector,3,
paperclip,key holder,2,
paperclip,hair accessory,2,
paperclip,close trouser button,2,
paperclip,holding,1,
paperclip,battery terminal holders,3,
paperclip,look,1,
paperclip,pot holder,3,
paperclip,jewelry organizer,2,
paperclip,fastening,1,
paperclip,paper clip magnifier,3,
paperclip,paper weights,2,
paperclip,really ca think anything,1,
paperclip,thumb tack,2,
paperclip,cord tidy,2,
paperclip,plant label,3,
paperclip,fastening items,1,
paperclip,hook hang photos,2,
paperclip,sling shot,2.5,
paperclip,grab children s attention,2.5,
paperclip,guitar fret lubricator,3.3,
paperclip,stick nail fake nail,3,
paperclip,dollhouse furniture,3,
paperclip,jewelry charm,2,
paperclip,basis crazy chain,2,
paperclip,hanging photos,2,
paperclip,open sim card slot smartphone,2.5,
paperclip,open cell chip s phone,3,
paperclip,reset devices,2.5,
paperclip,throw,2,
paperclip,opened ships,2,
paperclip,repair tool,2,
paperclip,clover,2,
paperclip,pick lock steal bicycle,2,
paperclip,bendem,1,
paperclip,measure material thickness,2.5,
paperclip,keychainclip,2,
paperclip,button holder,2,
paperclip,holding cables together,1,
paperclip,opening jars,2.5,
paperclip,reset button pusher,3,
paperclip,holding fabric place sewing,2,
paperclip,bracelets,2,
paperclip,make holes in cheese,3,
paperclip,sim card phone,3,
paperclip,hinge pin,2.5,
paperclip,paper doll clothes,3,
paperclip,scrapbook embellishment,2,
paperclip,earphone organizer,2.5,
paperclip,fuze igniter,3,
paperclip,jewelry,2,
paperclip,tighten clothes,2.5,
paperclip,building material,2.5,
paperclip,put paper together,1,
paperclip,simple sculpture,2,
paperclip,chopstick rest,3,
paperclip,remove bullet from leg,3,
paperclip,holding jewelry,2,
paperclip,cut,2,
paperclip,unclogging ink cartridges,2.5,
paperclip,brush hair,2.5,
paperclip,untangling necklaces,2,
paperclip,keyrings,2,
paperclip,closing zippers,2,
paperclip,nail,2,
paperclip,destroy condom,3.3,
paperclip,remove dust charger hole phone,2.5,
paperclip,magnets,2,
paperclip,could alternative pins sewing,2,
paperclip,buy,1,
paperclip,piercing,2,
paperclip,nail decoration,2,
paperclip,make letters,2,
paperclip,jackstand stop,3,
paperclip,secure fabric clothing,2,
paperclip,make dots paint papernails,3,
paperclip,picture frame,2,
paperclip,hairclip,2,
paperclip,zipper slider,3,
paperclip,keychain charm,2,
paperclip,jewelry holder,2,
paperclip,baking mold,3.3,
paperclip,reset button tool,3,
paperclip,untangling jewelry,2,
paperclip,cord keeper,2,
paperclip,gift decoration,2,
paperclip,photo hanger,2,
paperclip,resetting small buttons,2.5,
paperclip,conducting simple electrical experiments,3,
paperclip,open iphone sim card slot,2.5,
paperclip,sewing needle alternative,2.5,
paperclip,sort jewelry,2,
paperclip,paper cutter,2.5,
paperclip,could fold hang way could hang consisting string,2,
paperclip,flute,3,
paperclip,fasten fabric,2,
paperclip,break,2,
paperclip,create distance between objects,2.5,
paperclip,wire straightener,2,
paperclip,melt iron,3,
paperclip,pressure points emergency buttons devices,3,
paperclip,mmee tinkering,2,
paperclip,pierce in container to test if done,3,
paperclip,armbang,2,
paperclip,rearrange keychains,2,
paperclip,letter carrier,2,
paperclip,fastening clothes,2,
paperclip,cotton swap,3,
paperclip,clothingadjusting,2,
paperclip,hang piece paper thread,1,
paperclip,rivet setter,3,
paperclip,opener,2,
paperclip,used open side iphone change sim card,2.5,
paperclip,skewer,2.5,
paperclip,hangersorganizing,2,
paperclip,clean phone,2.5,
paperclip,perforate,2,
paperclip,scratch card,2.5,
paperclip,paper airplane stabilizer,3,
paperclip,phone stand,3,
paperclip,guard,2.5,
paperclip,earring backing,2.5,
paperclip,folders,1,
paperclip,emergency hem holder,2.5,
paperclip,eyeglasses nosepiece,3,
paperclip,paper towel holder,2.5,
paperclip,artproject,2,
paperclip,ankle band,2.5,
paperclip,quay,2,
paperclip,hair holder,2,
paperclip,keeping together,1,
paperclip,dream,2,
paperclip,clean,2,
paperclip,several  make necklace,2,
paperclip,securing documents,1,
paperclip,lock picking,2,
paperclip,wear badge,2,
paperclip,paper shredder stopper,3,
paperclip,create loop,2,
paperclip,make music tapping,2.5,
paperclip,straw holder,3,
paperclip,unlock door ,2,
paperclip,make new shapes,2,
paperclip,tying laces,2.5,
paperclip,breaking door lock,2.5,
paperclip,press coronaproof buttons,3,
paperclip,make hole paper,2,
paperclip,crow lure,3,
paperclip,conductor,2.5,
paperclip,curtain ties,2.5,
paperclip,metal scratch repair,2.5,
paperclip,bedsheetcornerholder,3,
paperclip,loopmaker,2,
paperclip,open sim card cover phone,2,
paperclip,unfold bend shapes,2,
paperclip,heat,2.5,
paperclip,stirring small containers,2.5,
paperclip,envelope closer,1,
paperclip,turn heart,3,
paperclip,board game piece,2.5,
paperclip,prevent pidgeons from entering balcony,3,
paperclip,money clip,1.5,
paperclip,mark glass,2.5,
paperclip,tickle,2.5,
paperclip,create photo bracket,3,
paperclip,adjust clothes,2,
paperclip,headphone organization,2.5,
paperclip,emergency needle,2.5,
paperclip,fuse,2.5,
paperclip,scratch surface draw,2,
paperclip,classroom award badge,2.5,
paperclip,hook together piece clothing,2,
paperclip,stress reliever,2.5,
paperclip,bent  poke holes justbaked cake see done,3,
paperclip,hang earring piece jewelry,2,
paperclip,throw on ground,2,
paperclip,picture frame hook,2,
paperclip,bag label,2,
paperclip,open zipper,2,
paperclip,money box holder,2,
paperclip,folding toys,2.5,
paperclip,temporarily secure clothing,1,
paperclip,pen,2,
paperclip,attach flags,1,
paperclip,dogtag,2.5,
paperclip,hose patch,3,
paperclip,open soda,2,
paperclip,closing bag candy,2,
paperclip,tickle device,3,
paperclip,epilation,3,
paperclip,keep shirt together,1,
paperclip,piece wire tie,2,
paperclip,utensil,2,
paperclip,bracket,2,
paperclip,creating grills barbecue,3,
paperclip,unlock phone,2.5,
paperclip,hang magnet,2,
paperclip,tie two together,1,
paperclip,scrape nail polish nails,2.5,
paperclip,binder clip alternative,2,
paperclip,paper scraper,2,
paperclip,tool drawing patterns clay,3,
paperclip,magnet testing,2.5,
paperclip,hiding in hay,3,
paperclip,shape draw,2,
paperclip,hang on notice board,1,
paperclip,holding bandage,2,
paperclip,holding photos corkboard,2,
paperclip,paintbrush holder,3,
paperclip,gift topper,2,
paperclip,bending hair,2,
paperclip,zip puller,2.5,
paperclip,slide beautiful photos keep together,2,
paperclip,headphone organizer,2.5,
paperclip,remove dirt phone holes,2.5,
paperclip,reuse,1,
paperclip,file tip tattoo needle,3,
paperclip,attach photos,1,
paperclip,holding documents,1,
paperclip,miniature fishing hook,3,
paperclip,crack open lock,2,
paperclip,paper clip clean nails,2,
paperclip,break apart,2,
paperclip,money,1,
paperclip,electrical conductor,3,
paperclip,bundle paper together,1,
paperclip,circuit,2.5,
paperclip,classroom game,2,
paperclip,create chain link pattern,2,
paperclip,file connector,1,
paperclip,timeless,2,
paperclip,make paper clips varying sizes  largest larger human place row,3,
paperclip,take pen apart,2.5,
paperclip,lock bag,2,
paperclip,conductor s baton,3.3,
paperclip,make easier hold zipper,2,
paperclip,picture framing,2,
paperclip,blend,3,
paperclip,paper stuck,1,
paperclip,wire loop,2,
paperclip,make music,2.5,
paperclip,attach two books together,1,
paperclip,paper,1,
paperclip,zipper repair,2.5,
paperclip,piercing earlobe,2,
paperclip,secure button,2,
paperclip,art sculpture connector,2.5,
paperclip,break bra strap,3,
paperclip,cleaning pipe,2.5,
paperclip,test electricity,3,
paperclip,sharp point piercing holes microwave meal,3,
paperclip,handcuff key,2.5,
paperclip,finger splint,3,
paperclip,pettagattaching,2,
paperclip,press button,2,
paperclip,fish bait,3,
paperclip,could fix zipper,2,
paperclip,remove sd card phone,2,
paperclip,hairpin,2,
paperclip,tool,2,
paperclip,binder clip replacement,2,
paperclip,hole,1,
paperclip,mini swords,3,
paperclip,bag sealer,2.5,
paperclip,door lock cleaner,2.5,
paperclip,zipper charm,2.5,
paperclip,stab,2,
paperclip,hose clamp,2.5,
paperclip,earring hooks,2.5,
paperclip,coil spring,2.5,
paperclip,buttonreplacing,2,
paperclip,fencing wire,3,
paperclip,bind flowers,2.5,
paperclip,straighten wavy hair,2.5,
paperclip,metal taste,2,
paperclip,get dirt,3,
paperclip,attach flower wreath,2.5,
paperclip,coil,2,
paperclip,mini slingshot,3,
paperclip,keep socks together,2.5,
paperclip,name tag,2,
paperclip,unlatch latches,2,
paperclip,run line fishing,2.5,
paperclip,guide electricity,3,
paperclip,craft object,2,
paperclip,puzzle solver,3,
paperclip,sim card ejector,2.5,
paperclip,pins on the floor against burglars,3,
paperclip,shorten clothing,2.5,
paperclip,sewing needle threader,2.5,
paperclip,connecting piece two ropes,2,
paperclip,making hooks,2,
paperclip,roughly gauge temperature liquid without touching liquid,3,
paperclip,eject sim card,2.5,
paperclip,switch lock,2.5,
paperclip,put on nails and tap,3,
paperclip,replacement shoelaces,3,
paperclip,streamers,3,
paperclip,attract magnet,2.5,
paperclip,make dolls,3,
paperclip,lift biscuits from can,3,
paperclip,pencil sharpener attachment,3,
paperclip,pick lock,2,
paperclip,poke hole egg explode cooking,3,
paperclip,paint masking tool,3,
paperclip,visa expiration date indicator,3,
paperclip,small clips,1,
paperclip,fasten pants,2,
paperclip,plastic box,2,
paperclip,keeping pages open,1,
paperclip,keeping flower arrangement together,2.5,
paperclip,remove sand shoe,2.5,
paperclip,stick pieces paper,1,
paperclip,closing pin,2,
paperclip,checking lint dryer,2.5,
paperclip,roll up earphones,3,
paperclip,hold staples place,1,
paperclip,door handle,2,
paperclip,coil springs,2.5,
paperclip,cleaning sink drain,2.5,
paperclip,beg,2,
paperclip,holding towels,2,
paperclip,fishingtool,2.5,
paperclip,stress helper,2.5,
paperclip,beading tool,2.5,
paperclip,ear detangler,2.5,
paperclip,clothesline pin,2,
paperclip,poking holes clothing  example  want put button,2,
paperclip,open locked door without key,2,
paperclip,wire cleaner,2.5,
paperclip,making shapes,2,
paperclip,prick finger for blood,2,
paperclip,write candle wax,3,
paperclip,kind nipple clamp,3,
paperclip,tweezers,2.5,
paperclip,telephone dial repair,3,
paperclip,engrave text surface,2.5,
paperclip,picture frame fastener,2,
paperclip,ear earring,2,
paperclip,open door,2,
paperclip,clutching small objects,2,
paperclip,key chain,2,
paperclip,safety pins,2,
paperclip,extending pen clips,2.5,
paperclip,string instrument,3,
paperclip,bag seal,2,
paperclip,engrave in bark,3,
paperclip,temporary hook,2,
paperclip,school,1,
paperclip,cable ties,2.5,
paperclip,bead jewelry,2,
paperclip,repair object,2,
paperclip,make phone holder,2.5,
paperclip,scraping candle,3,
paperclip,bookmark decoration,2,
paperclip,bottle opener,2.5,
paperclip,unlock,2,
paperclip,toddler,2,
paperclip,recipe holder,2.5,
paperclip,cord wrapper,2,
paperclip,closing bag,2,
paperclip,replacement button clothes,2,
paperclip,pendant chain,2.5,
paperclip,bottle cap opener,2.5,
paperclip,play tunes piano,3,
paperclip,removing dirt,2,
paperclip,door stoppers,2.5,
paperclip,bicycle spoke reflector,3,
paperclip,earbud management,2.5,
paperclip,squeezing pimples,3,
paperclip,clothesline hanger,2,
paperclip,repair chain,2,
paperclip,wire electronics,2.5,
paperclip,deformable,2,
paperclip,fix broken zippers,2,
paperclip,hang pictures temporarily without nail holes,2,
paperclip,hanging painting nail,2.5,
paperclip,holding place book,1,
paperclip,metaphor,2.5,
paperclip,brackets,2,
paperclip,poke holes,2,
paperclip,tpin,2,
paperclip,documents,1,
paperclip,could make bracelet,2,
paperclip,popping blister,3,
paperclip,scrapbooking,2,
paperclip,magnet make compass floating water,3.3,
paperclip,make print canvas spraying paint remove paper clip,3,
paperclip,repairing broken glasses,2.5,
paperclip,fishinghookremoving,2.5,
paperclip,cotton swab,3.3,
paperclip,lever,2.5,
paperclip,pendant earring,2.5,
paperclip,put several jar make instrument,3,
paperclip,hang christmas tree,2,
paperclip,press button without touching,2.5,
paperclip,scrape away high candle wax edges candle,3,
paperclip,remove broken key lock,2.5,
paperclip,tie hair together,2,
paperclip,cableorganizing,2,
paperclip,confetti,3,
paperclip,bulletin board decoration,2,
paperclip,key fob charm,2.5,
paperclip,make plant grow straighter,3.3,
paperclip,kind safety pin,2,
paperclip,paper clip maze,3,
paperclip,tabletop game piece,2.5,
paperclip,hemming fabric,2.5,
paperclip,make logistic curve graph,3,
paperclip,guitar string cleaner,3,
paperclip,decoration belt,2,
paperclip,data storage lock,2.5,
paperclip,accupunture,2.5,
paperclip,spit,2,
paperclip,paper clips laces shoes,3,
paperclip,hanging photos temporarily,2,
paperclip,wire organizer,2,
paperclip,electrocute,3,
paperclip,keep pants buttons together,2,
paperclip,creating trap,3,
paperclip,slide gelatin sheets send recipe pudding,3.3,
paperclip,safety pin,2,
paperclip,hook christmas bauble,2.5,
paperclip,letter opening,2,
paperclip,jewelry connection,2,
paperclip,letter magnifier,3,
paperclip,narrow slot,2,
paperclip,making paper clip chain,1,
paperclip,diytool,2,
paperclip,whole chain paper clips,2,
paperclip,telescope attachment,3,
paperclip,picture frame hanger,2,
paperclip,pasta bag sealer,3,
paperclip,bread clip,2.5,
paperclip,tie fastener,2,
paperclip,pass through ring,2,
paperclip,sewing tool,2.5,
paperclip,stiletto heel,3,
paperclip,make a rope,2.5,
paperclip,making sculptures,2.5,
paperclip,puzzlesolving,2.5,
paperclip,back scratcher,2.5,
paperclip,pocketknives,3,
paperclip,holdingdoors,1,
paperclip,curl,2,
paperclip,clear small holes,2.5,
paperclip,suture wound,3,
paperclip,remove dirt from corners and crevices,2.5,
paperclip,making chain,1,
paperclip,open phone sim port,2.5,
paperclip,picking small objects,2,
paperclip,clip paper,1,
paperclip,make zipper,2.5,
paperclip,keychain decoration,2,
paperclip,poke extra hole belt,2,
paperclip,decoration,2,
paperclip,make hole clothes,2,
paperclip,money cliff,2,
paperclip,paper clip keychain,2,
paperclip,keep away pigeons,3,
paperclip,close bags,2,
paperclip,zipper fixer,2.5,
paperclip,fishing rod hook,3,
paperclip,hang streamers,2.5,
paperclip,large magnet kinds paper clips drawn,3,
paperclip,close small hole,2,
paperclip,cable catcher,2.5,
paperclip,shirt,2,
paperclip,belt clip,2,
paperclip,scale pointer,3,
paperclip,doll arm,3,
paperclip,scratch windows,2.5,
paperclip,diaper pin,2.5,
paperclip,hat,2.5,
paperclip,untangle headphones,2,
paperclip,figures,2,
paperclip,make chain hang photos,2,
paperclip,reseal bag,2,
paperclip,get small edges,2,
paperclip,organizing cables,2,
paperclip,break open lock,2.5,
paperclip,unbent awl,2.5,
paperclip,remove sim card phone,2,
paperclip,hang upas hook,2,
paperclip,scrapbooking embellishment,2,
paperclip,playing connect dots,2.5,
paperclip,hook fishing rod,2.5,
paperclip,hang note on balloon,3,
paperclip,tool holder,2,
paperclip,guide wire,2.5,
paperclip,hang nails attaching paper clip making hook,2,
paperclip,cocktail stick,2.5,
paperclip,makeshift needle balloons,3,
paperclip,meat thermometer,3.3,
paperclip,photographing,2,
paperclip,picture frame wire,2,
paperclip,binder hole punch,2.5,
paperclip,clean dishwasher,3,
paperclip,curtain rails,3,
paperclip,hole picker,2,
paperclip,clean tea filter,3,
paperclip,decorative element,2,
paperclip,clamp sheet music music stand,2.5,
paperclip,draw straight lines,2,
paperclip,bookend,2.5,
paperclip,string clips together form chain,2,
paperclip,fasten clothing,2,
paperclip,scratch art tool,2.5,
paperclip,zigzag photo display sticker,3,
paperclip,attaching two together,1,
paperclip,tiny picture frame,3,
paperclip,device screen cleaners,2.5,
paperclip,keep cables apart,2.5,
paperclip,stir,2.5,
paperclip,hang photos on rope,2,
paperclip,emergency lock pick,2.5,
paperclip,make tower,2,
paperclip,open sim card port phone,2.5,
paperclip,fork,3,
paperclip,nail art,2.5,
paperclip,bookpage,2,
paperclip,remove sim card iphone,2,
paperclip,markers,2,
paperclip,join pencils,1,
paperclip,file holder,1,
paperclip,decorative chain,2,
paperclip,wire sculpture,2.5,
paperclip,hose unclogger,3,
paperclip,emergency fix,2,
paperclip,clip bag peanuts shut,2,
paperclip,boomerrang,3,
paperclip,tying cords,2,
paperclip,remove sim card apple phone,2.5,
paperclip,binderclosure,1,
paperclip,picture hanger,2,
paperclip,car scratch,2.5,
paperclip,miniature hanger,2.5,
paperclip,soil support to prevent plant from falling,3.3,
paperclip,put hair,2,
paperclip,clay tool,3,
paperclip,breaking lock,2,
paperclip,holding glasses together,2,
paperclip,cleaning computer keys,2.5,
paperclip,mobile stand,3,
paperclip,decorative chain links,2,
paperclip,accountant,2,
paperclip,knife,3,
