,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
29117,3,gpt-4-turbo-2024-04-09,0.8,1,lock pick,261,lock pick,lock pick,,,9,2,sim card ejector,sim card ejector,3,5,0.7706061005592346,1,1,1,2.5,3
29118,3,gpt-4-turbo-2024-04-09,0.8,1,reset button tool,261,reset button tool,reset button tool,,,17,3,lock pick,lock pick,4,7,0.8023040890693665,1,0,0,3.0,3
29119,3,gpt-4-turbo-2024-04-09,0.8,1,jewelry,261,jewelry,jewelry,,,7,1,reset button tool,reset button tool,5,28,0.750986635684967,1,1,1,2.0,4
29120,3,gpt-4-turbo-2024-04-09,0.8,1,art sculpture connector,261,art sculpture connector,art sculpture connector,,,23,3,jewelry,jewelry,6,21,0.791382908821106,1,1,1,2.5,5
29121,3,gpt-4-turbo-2024-04-09,0.8,1,emergency hair tie,261,emergency hair tie,emergency hair tie,,,18,3,art sculpture connector,art sculpture connector,7,11,0.7476015090942383,1,1,1,2.5,6
29122,3,gpt-4-turbo-2024-04-09,0.8,1,cable organizer,261,cable organizer,cable organizer,,,15,2,emergency hair tie,emergency hair tie,8,25,0.7806553840637207,1,1,1,2.5,7
29123,3,gpt-4-turbo-2024-04-09,0.8,1,money clip,261,money clip,money clip,,,10,2,cable organizer,cable organizer,9,1,0.7780176997184753,1,1,1,1.5,8
29124,3,gpt-4-turbo-2024-04-09,0.8,1,screwdriver,261,screwdriver,screwdriver,,,11,1,money clip,money clip,10,13,0.7823486328125,1,1,1,2.5,9
29125,3,gpt-4-turbo-2024-04-09,0.8,1,plant support in garden,261,plant support garden,plant support garden,,,20,3,screwdriver,screwdriver,11,9,0.727447509765625,1,1,1,3.0,10
29126,3,gpt-4-turbo-2024-04-09,0.8,1,miniature slingshot,261,miniature slingshot,miniature slingshot,,,19,2,plant support in garden,plant support garden,12,14,0.7175335884094238,1,1,1,3.0,11
29127,3,gpt-4-turbo-2024-04-09,0.8,1,keychain,261,keychain,keychain,,,8,1,miniature slingshot,miniature slingshot,13,28,0.7757115364074707,1,1,1,2.0,12
29128,3,gpt-4-turbo-2024-04-09,0.8,1,paint can seal opener,261,paint seal opener,paint seal opener,,,17,3,keychain,keychain,14,21,0.7789888381958008,1,1,1,2.5,13
29129,3,gpt-4-turbo-2024-04-09,0.8,1,diy fishing hook,261,fishing hook,fishing hook,,,12,2,paint can seal opener,paint seal opener,15,22,0.7800935506820679,1,1,1,2.5,14
29130,3,gpt-4-turbo-2024-04-09,0.8,1,christmas ornament hook,261,christmas ornament hook,christmas ornament hook,,,23,3,diy fishing hook,fishing hook,16,24,0.8670846223831177,1,0,0,2.5,14
29131,3,gpt-4-turbo-2024-04-09,0.8,1,document marker,261,document marker,document marker,,,15,2,christmas ornament hook,christmas ornament hook,17,8,0.7513601779937744,1,1,1,1.0,15
29132,3,gpt-4-turbo-2024-04-09,0.8,1,scratch lottery ticket,261,scratch lottery ticket,scratch lottery ticket,,,22,3,document marker,document marker,18,16,0.7571731805801392,1,1,1,2.0,16
29133,3,gpt-4-turbo-2024-04-09,0.8,1,eyeglass screw tightener,261,eyeglass screw tightener,eyeglass screw tightener,,,24,3,scratch lottery ticket,scratch lottery ticket,19,15,0.7211126089096069,1,1,1,3.0,17
29135,3,gpt-4-turbo-2024-04-09,0.8,2,jewelry clasp,262,jewelry clasp,jewelry clasp,,,13,2,bookmark,bookmark,1,28,0.8006981611251831,1,0,0,2.0,0
29136,3,gpt-4-turbo-2024-04-09,0.8,2,reset button,262,reset button,reset button,,,12,2,jewelry clasp,jewelry clasp,2,7,0.7758646011352539,1,1,1,3.0,1
29137,3,gpt-4-turbo-2024-04-09,0.8,2,art material,262,art material,art material,,,12,2,reset button,reset button,3,21,0.7490488290786743,1,1,1,2.0,2
29138,3,gpt-4-turbo-2024-04-09,0.8,2,zipper puller,262,zipper puller,zipper puller,,,13,2,art material,art material,4,19,0.7506060600280762,1,1,1,2.5,3
29139,3,gpt-4-turbo-2024-04-09,0.8,2,keychain link,262,keychain link,keychain link,,,13,2,zipper puller,zipper puller,5,28,0.7685033082962036,1,1,1,2.0,4
29140,3,gpt-4-turbo-2024-04-09,0.8,2,mini screwdriver,262,mini screwdriver,mini screwdriver,,,16,2,keychain link,keychain link,6,13,0.7970326542854309,1,1,1,2.5,5
29141,3,gpt-4-turbo-2024-04-09,0.8,2,phone stand,262,phone stand,phone stand,,,11,2,mini screwdriver,mini screwdriver,7,4,0.7651410102844238,1,1,1,3.0,6
29142,3,gpt-4-turbo-2024-04-09,0.8,2,cable organizer,262,cable organizer,cable organizer,,,15,2,phone stand,phone stand,8,25,0.8083125352859497,1,0,0,2.5,6
29143,3,gpt-4-turbo-2024-04-09,0.8,2,lock pick,262,lock pick,lock pick,,,9,2,cable organizer,cable organizer,9,5,0.7658274173736572,1,1,1,2.5,7
29144,3,gpt-4-turbo-2024-04-09,0.8,2,fish hook,262,fish hook,fish hook,,,9,2,lock pick,lock pick,10,22,0.8217357397079468,1,0,0,2.5,7
29145,3,gpt-4-turbo-2024-04-09,0.8,2,sim card ejector,262,sim card ejector,sim card ejector,,,16,3,fish hook,fish hook,11,4,0.7573314905166626,1,1,1,2.5,8
29146,3,gpt-4-turbo-2024-04-09,0.8,2,paper scraper,262,paper scraper,paper scraper,,,13,2,sim card ejector,sim card ejector,12,13,0.7842347025871277,1,1,1,2.0,9
29147,3,gpt-4-turbo-2024-04-09,0.8,2,sock holder,262,sock holder,sock holder,,,11,2,paper scraper,paper scraper,13,20,0.7751849889755249,1,1,1,2.5,10
29148,3,gpt-4-turbo-2024-04-09,0.8,2,necklace link,262,necklace link,necklace link,,,13,2,sock holder,sock holder,14,28,0.7692539095878601,1,1,1,2.0,11
29149,3,gpt-4-turbo-2024-04-09,0.8,2,plant support,262,plant support,plant support,,,13,2,necklace link,necklace link,15,9,0.7390212416648865,1,1,1,3.0,12
29150,3,gpt-4-turbo-2024-04-09,0.8,2,game piece,262,game piece,game piece,,,10,2,plant support,plant support,16,14,0.7418204545974731,1,1,1,2.5,13
29151,3,gpt-4-turbo-2024-04-09,0.8,2,earring back,262,earring back,earring back,,,12,2,game piece,game piece,17,27,0.7675083875656128,1,1,1,2.5,14
29152,3,gpt-4-turbo-2024-04-09,0.8,2,seed dibber,262,seed dibber,seed dibber,,,11,2,earring back,earring back,18,13,0.7472392320632935,1,1,1,3.0,15
29153,3,gpt-4-turbo-2024-04-09,0.8,2,emergency needle,262,emergency needle,emergency needle,,,16,2,seed dibber,seed dibber,19,12,0.768210768699646,1,1,1,2.5,16
29155,3,gpt-4-turbo-2024-04-09,0.8,3,reset button tool,263,reset button tool,reset button tool,,,17,3,bookmark,bookmark,1,7,0.795415997505188,1,1,1,3.0,1
29156,3,gpt-4-turbo-2024-04-09,0.8,3,lock pick,263,lock pick,lock pick,,,9,2,reset button tool,reset button tool,2,5,0.8023040890693665,1,0,0,2.5,1
29157,3,gpt-4-turbo-2024-04-09,0.8,3,hanging ornaments,263,hanging ornaments,hanging ornaments,,,17,2,lock pick,lock pick,3,24,0.7452507019042969,1,1,1,2.0,2
29158,3,gpt-4-turbo-2024-04-09,0.8,3,zipper pull,263,zipper pull,zipper pull,,,11,2,hanging ornaments,hanging ornaments,4,19,0.7666317820549011,1,1,1,2.5,3
29159,3,gpt-4-turbo-2024-04-09,0.8,3,chip bag sealer,263,chip bag sealer,chip bag sealer,,,15,3,zipper pull,zipper pull,5,6,0.789096474647522,1,1,1,2.0,4
29160,3,gpt-4-turbo-2024-04-09,0.8,3,thread guide,263,thread guide,thread guide,,,12,2,chip bag sealer,chip bag sealer,6,12,0.7517004013061523,1,1,1,2.5,5
29161,3,gpt-4-turbo-2024-04-09,0.8,3,mini sculpture wire,263,mini sculpture wire,mini sculpture wire,,,19,3,thread guide,thread guide,7,26,0.7740263938903809,1,1,1,2.5,6
29162,3,gpt-4-turbo-2024-04-09,0.8,3,scratch lottery tickets,263,scratch lottery tickets,scratch lottery tickets,,,23,3,mini sculpture wire,mini sculpture wire,8,16,0.7354206442832947,1,1,1,2.0,7
29163,3,gpt-4-turbo-2024-04-09,0.8,3,earring hook,263,earring hook,earring hook,,,12,2,scratch lottery tickets,scratch lottery tickets,9,27,0.7554010152816772,1,1,1,2.5,8
29164,3,gpt-4-turbo-2024-04-09,0.8,3,diy necklace clasp,263,necklace clasp,necklace clasp,,,14,2,earring hook,earring hook,10,28,0.8358842730522156,1,0,0,2.0,8
29165,3,gpt-4-turbo-2024-04-09,0.8,3,cleaning small grooves,263,cleaning small grooves,cleaning small grooves,,,22,3,diy necklace clasp,necklace clasp,11,17,0.7342721819877625,1,1,1,2.5,9
29166,3,gpt-4-turbo-2024-04-09,0.8,3,phone stand,263,phone stand,phone stand,,,11,2,cleaning small grooves,cleaning small grooves,12,4,0.725571870803833,1,1,1,3.0,10
29167,3,gpt-4-turbo-2024-04-09,0.8,3,art project material,263,art project material,art project material,,,20,3,phone stand,phone stand,13,21,0.7550886869430542,1,1,1,2.0,11
29168,3,gpt-4-turbo-2024-04-09,0.8,3,keychain link,263,keychain link,keychain link,,,13,2,art project material,art project material,14,28,0.7750421166419983,1,1,1,2.0,12
29169,3,gpt-4-turbo-2024-04-09,0.8,3,holding cables together,263,holding cables together,holding cables together,,,23,3,keychain link,keychain link,15,25,0.7970860004425049,1,1,1,1.0,13
29170,3,gpt-4-turbo-2024-04-09,0.8,3,sewing needle threader,263,sewing needle threader,sewing needle threader,,,22,3,holding cables together,holding cables together,16,12,0.7655264139175415,1,1,1,2.5,14
29171,3,gpt-4-turbo-2024-04-09,0.8,3,picture hanger,263,picture hanger,picture hanger,,,14,2,sewing needle threader,sewing needle threader,17,23,0.7993382215499878,1,1,1,2.0,15
29172,3,gpt-4-turbo-2024-04-09,0.8,3,money clip,263,money clip,money clip,,,10,2,picture hanger,picture hanger,18,1,0.8028085231781006,1,0,0,1.5,15
29173,3,gpt-4-turbo-2024-04-09,0.8,3,fishing hook,263,fishing hook,fishing hook,,,12,2,money clip,money clip,19,22,0.8165233135223389,1,0,0,2.5,15
29175,3,gpt-4-turbo-2024-04-09,0.8,4,bookmark,264,bookmark,bookmark,,,8,1,zipper pull replacement,zipper pull replacement,1,3,0.7356301546096802,1,1,1,1.0,1
29176,3,gpt-4-turbo-2024-04-09,0.8,4,phone stand,264,phone stand,phone stand,,,11,2,bookmark,bookmark,2,4,0.7525217533111572,1,1,1,3.0,2
29177,3,gpt-4-turbo-2024-04-09,0.8,4,jewelry clasp,264,jewelry clasp,jewelry clasp,,,13,2,phone stand,phone stand,3,28,0.7847545742988586,1,1,1,2.0,3
29178,3,gpt-4-turbo-2024-04-09,0.8,4,reset button tool,264,reset button tool,reset button tool,,,17,3,jewelry clasp,jewelry clasp,4,7,0.7743055820465088,1,1,1,3.0,4
29179,3,gpt-4-turbo-2024-04-09,0.8,4,miniature sculpture material,264,miniature sculpture material,miniature sculpture material,,,28,3,reset button tool,reset button tool,5,21,0.7252796292304993,1,1,1,3.0,5
29180,3,gpt-4-turbo-2024-04-09,0.8,4,lock pick,264,lock pick,lock pick,,,9,2,miniature sculpture material,miniature sculpture material,6,5,0.7397513389587402,1,1,1,2.5,6
29181,3,gpt-4-turbo-2024-04-09,0.8,4,paperclip chain,264,chain,chain,,,5,1,lock pick,lock pick,7,28,0.7712088823318481,1,1,1,1.0,7
29182,3,gpt-4-turbo-2024-04-09,0.8,4,key ring,264,key ring,key ring,,,8,2,paperclip chain,chain,8,28,0.8127925992012024,0,0,0,2.0,7
29183,3,gpt-4-turbo-2024-04-09,0.8,4,earring holder,264,earring holder,earring holder,,,14,2,key ring,key ring,9,27,0.7895045280456543,1,1,1,2.5,8
29184,3,gpt-4-turbo-2024-04-09,0.8,4,emergency hair tie,264,emergency hair tie,emergency hair tie,,,18,3,earring holder,earring holder,10,11,0.7896726131439209,1,1,1,2.5,9
29185,3,gpt-4-turbo-2024-04-09,0.8,4,envelope opener,264,envelope opener,envelope opener,,,15,2,emergency hair tie,emergency hair tie,11,3,0.7776861786842346,1,1,1,2.0,10
29186,3,gpt-4-turbo-2024-04-09,0.8,4,scratch art tool,264,scratch art tool,scratch art tool,,,16,3,envelope opener,envelope opener,12,16,0.7765252590179443,1,1,1,2.5,11
29187,3,gpt-4-turbo-2024-04-09,0.8,4,seed dibber,264,seed dibber,seed dibber,,,11,2,scratch art tool,scratch art tool,13,13,0.7938047051429749,1,1,1,3.0,12
29188,3,gpt-4-turbo-2024-04-09,0.8,4,fishhook,264,fishhook,fishhook,,,8,1,seed dibber,seed dibber,14,22,0.7592018842697144,1,1,1,2.5,13
29189,3,gpt-4-turbo-2024-04-09,0.8,4,cable organizer,264,cable organizer,cable organizer,,,15,2,fishhook,fishhook,15,25,0.7598456144332886,1,1,1,2.5,14
29190,3,gpt-4-turbo-2024-04-09,0.8,4,hem holder,264,hem holder,hem holder,,,10,2,cable organizer,cable organizer,16,14,0.8091573715209961,1,0,0,2.0,14
29191,3,gpt-4-turbo-2024-04-09,0.8,4,nail cleaner,264,nail cleaner,nail cleaner,,,12,2,hem holder,hem holder,17,18,0.7402923107147217,1,1,1,2.5,15
29192,3,gpt-4-turbo-2024-04-09,0.8,4,screwdriver for small screws,264,screwdriver small screws,screwdriver small screws,,,24,3,nail cleaner,nail cleaner,18,13,0.7831456661224365,1,1,1,2.5,16
29193,3,gpt-4-turbo-2024-04-09,0.8,4,christmas ornament hook,264,christmas ornament hook,christmas ornament hook,,,23,3,screwdriver for small screws,screwdriver small screws,19,24,0.7789929509162903,1,1,1,2.5,17
29195,3,gpt-4-turbo-2024-04-09,0.8,5,jewelry clasp,265,jewelry clasp,jewelry clasp,,,13,2,bookmark,bookmark,1,28,0.8006981611251831,1,0,0,2.0,0
29196,3,gpt-4-turbo-2024-04-09,0.8,5,reset button,265,reset button,reset button,,,12,2,jewelry clasp,jewelry clasp,2,7,0.7758646011352539,1,1,1,3.0,1
29197,3,gpt-4-turbo-2024-04-09,0.8,5,zipper pull,265,zipper pull,zipper pull,,,11,2,reset button,reset button,3,19,0.7678104639053345,1,1,1,2.5,2
29198,3,gpt-4-turbo-2024-04-09,0.8,5,lock pick,265,lock pick,lock pick,,,9,2,zipper pull,zipper pull,4,5,0.8223974704742432,1,0,0,2.5,2
29199,3,gpt-4-turbo-2024-04-09,0.8,5,sim card ejector,265,sim card ejector,sim card ejector,,,16,3,lock pick,lock pick,5,4,0.7706061005592346,1,1,1,2.5,3
29200,3,gpt-4-turbo-2024-04-09,0.8,5,art material,265,art material,art material,,,12,2,sim card ejector,sim card ejector,6,21,0.7164186835289001,1,1,1,2.0,4
29201,3,gpt-4-turbo-2024-04-09,0.8,5,chip clip,265,chip clip,chip clip,,,9,2,art material,art material,7,1,0.7568273544311523,1,1,1,2.0,5
29202,3,gpt-4-turbo-2024-04-09,0.8,5,emergency hair tie,265,emergency hair tie,emergency hair tie,,,18,3,chip clip,chip clip,8,11,0.7988168001174927,1,1,1,2.5,6
29203,3,gpt-4-turbo-2024-04-09,0.8,5,needle threader,265,needle threader,needle threader,,,15,2,emergency hair tie,emergency hair tie,9,12,0.7786970138549805,1,1,1,2.5,7
29204,3,gpt-4-turbo-2024-04-09,0.8,5,scraper,265,scraper,scraper,,,7,1,needle threader,needle threader,10,13,0.7986255884170532,1,1,1,2.5,8
29205,3,gpt-4-turbo-2024-04-09,0.8,5,plant support,265,plant support,plant support,,,13,2,scraper,scraper,11,9,0.7650894522666931,1,1,1,3.0,9
29206,3,gpt-4-turbo-2024-04-09,0.8,5,wire protector,265,wire protector,wire protector,,,14,2,plant support,plant support,12,26,0.7636359930038452,1,1,1,2.5,10
29207,3,gpt-4-turbo-2024-04-09,0.8,5,mini slingshot,265,mini slingshot,mini slingshot,,,14,2,wire protector,wire protector,13,14,0.7317975759506226,1,1,1,3.0,11
29208,3,gpt-4-turbo-2024-04-09,0.8,5,cable organizer,265,cable organizer,cable organizer,,,15,2,mini slingshot,mini slingshot,14,25,0.744178056716919,1,1,1,2.5,12
29209,3,gpt-4-turbo-2024-04-09,0.8,5,earring hook,265,earring hook,earring hook,,,12,2,cable organizer,cable organizer,15,27,0.7853235602378845,1,1,1,2.5,13
29210,3,gpt-4-turbo-2024-04-09,0.8,5,puzzle piece,265,puzzle piece,puzzle piece,,,12,2,earring hook,earring hook,16,14,0.7673158645629883,1,1,1,2.5,14
29211,3,gpt-4-turbo-2024-04-09,0.8,5,fish hook,265,fish hook,fish hook,,,9,2,puzzle piece,puzzle piece,17,22,0.7754680514335632,1,1,1,2.5,15
29212,3,gpt-4-turbo-2024-04-09,0.8,5,glasses repair,265,glasses repair,glasses repair,,,14,2,fish hook,fish hook,18,15,0.7199422121047974,1,1,1,2.5,16
29213,3,gpt-4-turbo-2024-04-09,0.8,5,decorative chain,265,decorative chain,decorative chain,,,16,2,glasses repair,glasses repair,19,28,0.7179580330848694,1,1,1,2.0,17
29215,3,gpt-4-turbo-2024-04-09,0.9,1,earring hook,266,earring hook,earring hook,,,12,2,reset button tool,reset button tool,1,27,0.7715557813644409,1,1,1,2.5,1
29216,3,gpt-4-turbo-2024-04-09,0.9,1,zipper pull,266,zipper pull,zipper pull,,,11,2,earring hook,earring hook,2,19,0.8042730093002319,1,0,0,2.5,1
29217,3,gpt-4-turbo-2024-04-09,0.9,1,sim card ejector,266,sim card ejector,sim card ejector,,,16,3,zipper pull,zipper pull,3,4,0.7866895198822021,1,1,1,2.5,2
29218,3,gpt-4-turbo-2024-04-09,0.9,1,lock pick,266,lock pick,lock pick,,,9,2,sim card ejector,sim card ejector,4,5,0.7706061005592346,1,1,1,2.5,3
29219,3,gpt-4-turbo-2024-04-09,0.9,1,bookmark,266,bookmark,bookmark,,,8,1,lock pick,lock pick,5,3,0.8120759725570679,1,0,0,1.0,3
29220,3,gpt-4-turbo-2024-04-09,0.9,1,cable organizer,266,cable organizer,cable organizer,,,15,2,bookmark,bookmark,6,25,0.7667776346206665,1,1,1,2.5,4
29221,3,gpt-4-turbo-2024-04-09,0.9,1,screwdriver,266,screwdriver,screwdriver,,,11,1,cable organizer,cable organizer,7,13,0.7861344814300537,1,1,1,2.5,5
29222,3,gpt-4-turbo-2024-04-09,0.9,1,emergency hair tie,266,emergency hair tie,emergency hair tie,,,18,3,screwdriver,screwdriver,8,11,0.7603580951690674,1,1,1,2.5,6
29223,3,gpt-4-turbo-2024-04-09,0.9,1,miniature paint stirrer,266,miniature paint stirrer,miniature paint stirrer,,,23,3,emergency hair tie,emergency hair tie,9,21,0.7678316831588745,1,1,1,3.0,7
29224,3,gpt-4-turbo-2024-04-09,0.9,1,keychain,266,keychain,keychain,,,8,1,miniature paint stirrer,miniature paint stirrer,10,28,0.753724992275238,1,1,1,2.0,8
29225,3,gpt-4-turbo-2024-04-09,0.9,1,plant vine guide,266,plant vine guide,plant vine guide,,,16,3,keychain,keychain,11,9,0.7323011159896851,1,1,1,3.0,9
29226,3,gpt-4-turbo-2024-04-09,0.9,1,nail art tool,266,nail art tool,nail art tool,,,13,3,plant vine guide,plant vine guide,12,18,0.7108830809593201,1,1,1,2.5,10
29227,3,gpt-4-turbo-2024-04-09,0.9,1,jewelry clasp,266,jewelry clasp,jewelry clasp,,,13,2,nail art tool,nail art tool,13,28,0.7856746315956116,1,1,1,2.0,11
29228,3,gpt-4-turbo-2024-04-09,0.9,1,scratch lottery tickets,266,scratch lottery tickets,scratch lottery tickets,,,23,3,jewelry clasp,jewelry clasp,14,16,0.7404507398605347,1,1,1,2.0,12
29229,3,gpt-4-turbo-2024-04-09,0.9,1,hanging ornaments,266,hanging ornaments,hanging ornaments,,,17,2,scratch lottery tickets,scratch lottery tickets,15,24,0.7188931703567505,1,1,1,2.0,13
29230,3,gpt-4-turbo-2024-04-09,0.9,1,paper sculpture,266,paper sculpture,paper sculpture,,,15,2,hanging ornaments,hanging ornaments,16,2,0.7733241319656372,1,1,1,2.5,14
29231,3,gpt-4-turbo-2024-04-09,0.9,1,safety pin replacement,266,safety pin replacement,safety pin replacement,,,22,3,paper sculpture,paper sculpture,17,8,0.6999677419662476,1,1,1,2.0,15
29232,3,gpt-4-turbo-2024-04-09,0.9,1,eyeglass screw tightener,266,eyeglass screw tightener,eyeglass screw tightener,,,24,3,safety pin replacement,safety pin replacement,18,15,0.770905613899231,1,1,1,3.0,16
29233,3,gpt-4-turbo-2024-04-09,0.9,1,phone stand,266,phone stand,phone stand,,,11,2,eyeglass screw tightener,eyeglass screw tightener,19,4,0.7725034356117249,1,1,1,3.0,17
29235,3,gpt-4-turbo-2024-04-09,0.9,2,necklace clasp,267,necklace clasp,necklace clasp,,,14,2,bookmark,bookmark,1,28,0.7864057421684265,1,1,1,2.0,1
29236,3,gpt-4-turbo-2024-04-09,0.9,2,sim ejector,267,sim ejector,sim ejector,,,11,2,necklace clasp,necklace clasp,2,4,0.7271846532821655,1,1,1,2.5,2
29237,3,gpt-4-turbo-2024-04-09,0.9,2,zipper pull,267,zipper pull,zipper pull,,,11,2,sim ejector,sim ejector,3,19,0.793810248374939,1,1,1,2.5,3
29238,3,gpt-4-turbo-2024-04-09,0.9,2,reset tool,267,reset tool,reset tool,,,10,2,zipper pull,zipper pull,4,7,0.7693047523498535,1,1,1,2.5,4
29239,3,gpt-4-turbo-2024-04-09,0.9,2,money clip,267,money clip,money clip,,,10,2,reset tool,reset tool,5,1,0.7668775320053101,1,1,1,1.5,5
29240,3,gpt-4-turbo-2024-04-09,0.9,2,picture hanger,267,picture hanger,picture hanger,,,14,2,money clip,money clip,6,23,0.8028085231781006,1,0,0,2.0,5
29241,3,gpt-4-turbo-2024-04-09,0.9,2,paperclip chain,267,chain,chain,,,5,1,picture hanger,picture hanger,7,28,0.8108204007148743,1,0,0,1.0,5
29242,3,gpt-4-turbo-2024-04-09,0.9,2,art sculpture material,267,art sculpture material,art sculpture material,,,22,3,paperclip chain,chain,8,21,0.777122437953949,1,1,1,2.5,6
29243,3,gpt-4-turbo-2024-04-09,0.9,2,earring hook,267,earring hook,earring hook,,,12,2,art sculpture material,art sculpture material,9,27,0.7610236406326294,1,1,1,2.5,7
29244,3,gpt-4-turbo-2024-04-09,0.9,2,lock pick,267,lock pick,lock pick,,,9,2,earring hook,earring hook,10,5,0.8132801055908203,1,0,0,2.5,7
29245,3,gpt-4-turbo-2024-04-09,0.9,2,fishing hook,267,fishing hook,fishing hook,,,12,2,lock pick,lock pick,11,22,0.8367215394973755,1,0,0,2.5,7
29246,3,gpt-4-turbo-2024-04-09,0.9,2,plant marker,267,plant marker,plant marker,,,12,2,fishing hook,fishing hook,12,8,0.7596436738967896,1,1,1,3.0,8
29247,3,gpt-4-turbo-2024-04-09,0.9,2,paint scraper,267,paint scraper,paint scraper,,,13,2,plant marker,plant marker,13,13,0.7533206343650818,1,1,1,2.5,9
29248,3,gpt-4-turbo-2024-04-09,0.9,2,screwdriver,267,screwdriver,screwdriver,,,11,1,paint scraper,paint scraper,14,13,0.8147883415222168,0,0,0,2.5,9
29249,3,gpt-4-turbo-2024-04-09,0.9,2,keychain,267,keychain,keychain,,,8,1,screwdriver,screwdriver,15,28,0.8386464715003967,1,0,0,2.0,9
29250,3,gpt-4-turbo-2024-04-09,0.9,2,hose patch,267,hose patch,hose patch,,,10,2,keychain,keychain,16,13,0.7787325382232666,1,1,1,3.0,10
29251,3,gpt-4-turbo-2024-04-09,0.9,2,cable organizer,267,cable organizer,cable organizer,,,15,2,hose patch,hose patch,17,25,0.7749927043914795,1,1,1,2.5,11
29252,3,gpt-4-turbo-2024-04-09,0.9,2,wire protector,267,wire protector,wire protector,,,14,2,cable organizer,cable organizer,18,26,0.8580586910247803,1,0,0,2.5,11
29253,3,gpt-4-turbo-2024-04-09,0.9,2,mini sling,267,mini sling,mini sling,,,10,2,wire protector,wire protector,19,14,0.763705849647522,1,1,1,3.0,12
29255,3,gpt-4-turbo-2024-04-09,0.9,3,jewelry clasp,268,jewelry clasp,jewelry clasp,,,13,2,bookmark,bookmark,1,28,0.8006981611251831,1,0,0,2.0,0
29256,3,gpt-4-turbo-2024-04-09,0.9,3,sim eject tool,268,sim eject tool,sim eject tool,,,14,3,jewelry clasp,jewelry clasp,2,4,0.7429357171058655,1,1,1,2.5,1
29257,3,gpt-4-turbo-2024-04-09,0.9,3,zipper pull,268,zipper pull,zipper pull,,,11,2,sim eject tool,sim eject tool,3,19,0.8050321936607361,1,0,0,2.5,1
29258,3,gpt-4-turbo-2024-04-09,0.9,3,lock pick,268,lock pick,lock pick,,,9,2,zipper pull,zipper pull,4,5,0.8223974704742432,1,0,0,2.5,1
29259,3,gpt-4-turbo-2024-04-09,0.9,3,reset button tool,268,reset button tool,reset button tool,,,17,3,lock pick,lock pick,5,7,0.8023040890693665,1,0,0,3.0,1
29260,3,gpt-4-turbo-2024-04-09,0.9,3,paperclip chain,268,chain,chain,,,5,1,reset button tool,reset button tool,6,28,0.7580763101577759,1,1,1,1.0,2
29261,3,gpt-4-turbo-2024-04-09,0.9,3,mini sculpture,268,mini sculpture,mini sculpture,,,14,2,paperclip chain,chain,7,21,0.7656683921813965,1,1,1,2.5,3
29262,3,gpt-4-turbo-2024-04-09,0.9,3,cable organizer,268,cable organizer,cable organizer,,,15,2,mini sculpture,mini sculpture,8,25,0.741241455078125,1,1,1,2.5,4
29263,3,gpt-4-turbo-2024-04-09,0.9,3,scraper for small spaces,268,scraper small spaces,scraper small spaces,,,20,3,cable organizer,cable organizer,9,13,0.7973411083221436,1,1,1,2.5,5
29264,3,gpt-4-turbo-2024-04-09,0.9,3,plant support,268,plant support,plant support,,,13,2,scraper for small spaces,scraper small spaces,10,9,0.7668858766555786,1,1,1,3.0,6
29265,3,gpt-4-turbo-2024-04-09,0.9,3,art project material,268,art project material,art project material,,,20,3,plant support,plant support,11,21,0.7558549046516418,1,1,1,2.0,7
29266,3,gpt-4-turbo-2024-04-09,0.9,3,makeshift key ring,268,makeshift key ring,makeshift key ring,,,18,3,art project material,art project material,12,13,0.7696762681007385,1,1,1,2.0,8
29267,3,gpt-4-turbo-2024-04-09,0.9,3,sock clip,268,sock clip,sock clip,,,9,2,makeshift key ring,makeshift key ring,13,20,0.7571386098861694,1,1,1,2.5,9
29268,3,gpt-4-turbo-2024-04-09,0.9,3,bookmark holder in cookbooks,268,bookmark holder cookbooks,bookmark holder cookbooks,,,25,3,sock clip,sock clip,14,3,0.7729026675224304,1,1,1,2.5,10
29269,3,gpt-4-turbo-2024-04-09,0.9,3,christmas ornament hook,268,christmas ornament hook,christmas ornament hook,,,23,3,bookmark holder in cookbooks,bookmark holder cookbooks,15,24,0.7856588363647461,1,1,1,2.5,11
29270,3,gpt-4-turbo-2024-04-09,0.9,3,emergency hair tie,268,emergency hair tie,emergency hair tie,,,18,3,christmas ornament hook,christmas ornament hook,16,11,0.7575420141220093,1,1,1,2.5,12
29271,3,gpt-4-turbo-2024-04-09,0.9,3,fish hook,268,fish hook,fish hook,,,9,2,emergency hair tie,emergency hair tie,17,22,0.7831137180328369,1,1,1,2.5,13
29272,3,gpt-4-turbo-2024-04-09,0.9,3,sewing needle,268,sewing needle,sewing needle,,,13,2,fish hook,fish hook,18,12,0.7676928639411926,1,1,1,2.5,14
29273,3,gpt-4-turbo-2024-04-09,0.9,3,glasses repair tool,268,glasses repair tool,glasses repair tool,,,19,3,sewing needle,sewing needle,19,15,0.7968528866767883,1,1,1,2.5,15
29275,3,gpt-4-turbo-2024-04-09,0.9,4,jewelry clasp,269,jewelry clasp,jewelry clasp,,,13,2,bookmark,bookmark,1,28,0.8006981611251831,1,0,0,2.0,0
